"","Country","Year","Female_labor_force_participation_rate","Fertility_rate"
"25361","Jamaica",2017,59.1,1.993
"25362","Jamaica",2018,57.95,1.979
"25363","Jamaica",2019,58.49,1.965
"25579","Japan",1960,54.5,2.036
"25580","Japan",1961,54.3,2.016
"25581","Japan",1962,53.4,2.007
"25582","Japan",1963,52,2.007
"25583","Japan",1964,51.1,2.01
"25584","Japan",1965,50.6,2.016
"25585","Japan",1966,50.9,2.027
"25586","Japan",1967,51.2,2.044
"25587","Japan",1968,50.7,2.066
"25588","Japan",1969,50.1,2.09
"25589","Japan",1970,49.9,2.11
"25590","Japan",1971,48.8,2.118
"25591","Japan",1972,47.7,2.11
"25592","Japan",1973,48.2,2.086
"25593","Japan",1974,46.5,2.046
"25594","Japan",1975,45.7,1.995
"25595","Japan",1976,45.8,1.939
"25596","Japan",1977,46.6,1.885
"25597","Japan",1978,47.4,1.84
"25598","Japan",1979,47.6,1.806
"25599","Japan",1980,47.6,1.783
"25600","Japan",1981,47.7,1.769
"25601","Japan",1982,48,1.758
"25602","Japan",1983,49,1.746
"25603","Japan",1984,48.9,1.732
"25604","Japan",1985,48.7,1.713
"25605","Japan",1986,48.6,1.689
"25606","Japan",1987,48.6,1.661
"25607","Japan",1988,48.9,1.63
"25608","Japan",1989,49.5,1.597
"25609","Japan",1990,50.1,1.563
"25610","Japan",1991,50.7,1.529
"25611","Japan",1992,50.7,1.496
"25612","Japan",1993,50.3,1.466
"25613","Japan",1994,50.2,1.439
"25614","Japan",1995,50,1.414
"25615","Japan",1996,50,1.393
"25616","Japan",1997,50.4,1.373
"25617","Japan",1998,50.1,1.354
"25618","Japan",1999,49.6,1.337
"25619","Japan",2000,49.3,1.322
"25620","Japan",2001,49.2,1.31
"25621","Japan",2002,48.5,1.303
"25622","Japan",2003,48.3,1.3
"25623","Japan",2004,48.3,1.302
"25624","Japan",2005,48.4,1.308
"25625","Japan",2006,48.5,1.318
"25626","Japan",2007,48.5,1.332
"25627","Japan",2008,48.4,1.348
"25628","Japan",2009,48.5,1.365
"25629","Japan",2010,48.5,1.379
"25630","Japan",2011,48.26,1.391
"25631","Japan",2012,48.2,1.398
"25632","Japan",2013,48.9,1.401
"25633","Japan",2014,49.2,1.4
"25634","Japan",2015,49.6,1.395
"25635","Japan",2016,50.3,1.387
"25636","Japan",2017,51.1,1.378
"25637","Japan",2018,52.5,1.371
"25638","Japan",2019,53.3,1.366
"25639","Japan",2020,53.2,1.363
"25839","Jordan",1961,4.38,7.802
"25840","Jordan",1975,10.23,7.598
"25841","Jordan",1979,6.67,7.329
"25842","Jordan",2000,12.3,4.109
"25843","Jordan",2001,11.7,4.056
"25844","Jordan",2002,12.3,4.013
"25845","Jordan",2003,11.2,3.977
"25846","Jordan",2005,11.7,3.907
"25847","Jordan",2006,11.9,3.866
"25848","Jordan",2007,14.7,3.821
"25849","Jordan",2008,14.2,3.768
"25850","Jordan",2009,14.9,3.706
"25851","Jordan",2010,14.7,3.631
"25852","Jordan",2011,14.7,3.541
"25853","Jordan",2012,14.1,3.436
"25854","Jordan",2013,13.2,3.319
"25855","Jordan",2014,12.6,3.196
"25856","Jordan",2017,16.89,2.849
"25857","Jordan",2018,14.59,2.761
"25858","Jordan",2019,13.38,2.691
"26098","Kazakhstan",2002,64.92,1.991
"26099","Kazakhstan",2003,65.01,2.066
"26100","Kazakhstan",2004,64.75,2.159
"26101","Kazakhstan",2008,66.68,2.537
"26102","Kazakhstan",2020,63.7,2.709
"26357","Kenya",1986,54.5,6.763
"26358","Kenya",1989,70.8,6.244
"26359","Kenya",1999,70.44,5.239
"26360","Kenya",2005,59.49,4.843
"26361","Kenya",2006,56.62,4.767
"26362","Kenya",2009,71.54,4.482
"26363","Kenya",2016,71.46,3.663
"26364","Kenya",2019,62.9,3.423
"26616","Kiribati",1978,60.87,5.058
"26617","Kiribati",1990,67.89,4.688
"26618","Kiribati",1995,77.53,4.374
"26619","Kiribati",2005,20.37,3.909
"26620","Kiribati",2010,52.28,3.843
"26621","Kiribati",2015,33.57,3.692
"26622","Kiribati",2019,28.69,3.53
"26838","Kosovo",2002,34.5,NA
"26839","Kosovo",2003,29.5,NA
"26840","Kosovo",2004,25.2,NA
"26841","Kosovo",2005,29.7,NA
"26842","Kosovo",2006,30.6,NA
"26843","Kosovo",2007,28.3,NA
"26844","Kosovo",2008,26.1,NA
"26845","Kosovo",2009,28.8,NA
"26846","Kosovo",2012,16.11,NA
"26847","Kosovo",2013,21.04,NA
"26848","Kosovo",2014,19.03,NA
"26849","Kosovo",2015,15.96,NA
"26850","Kosovo",2016,16.28,NA
"26851","Kosovo",2017,17.19,NA
"26852","Kosovo",2018,15.75,NA
"26853","Kosovo",2019,18.26,NA
"26854","Kuwait",1965,8.94,7.409
"26855","Kuwait",1970,9.98,7.169
"26856","Kuwait",1975,14.87,6.176
"26857","Kuwait",1980,20.22,5.316
"26858","Kuwait",1983,23.98,4.83
"26859","Kuwait",1985,31.08,4.357
"26860","Kuwait",1988,34.33,3.482
"26861","Kuwait",1995,43.51,2.72
"26862","Kuwait",1996,32.41,2.796
"26863","Kuwait",1997,33.2,2.861
"26864","Kuwait",2003,46.82,2.614
"26865","Kuwait",2005,45.81,2.494
"26866","Kuwait",2006,55.5,2.447
"26867","Kuwait",2007,56.8,2.399
"26868","Kuwait",2009,55.95,2.291
"26869","Kuwait",2010,59.47,2.234
"26870","Kuwait",2015,56.85,2.083
"26871","Kuwait",2016,49.89,2.082
"27113","Kyrgyzstan",1989,58.57,3.962
"27114","Kyrgyzstan",2002,55.29,2.53
"27115","Kyrgyzstan",2004,53.53,2.524
"27116","Kyrgyzstan",2006,54.23,2.641
"27117","Kyrgyzstan",2009,52.71,2.972
"27118","Kyrgyzstan",2010,52.4,3.082
"27119","Kyrgyzstan",2011,52.84,3.169
"27120","Kyrgyzstan",2012,51.78,3.226
"27121","Kyrgyzstan",2013,49.19,3.251
"27122","Kyrgyzstan",2014,50.36,3.241
"27123","Kyrgyzstan",2015,49.91,3.202
"27124","Kyrgyzstan",2016,48.32,3.142
"27125","Kyrgyzstan",2017,45.88,3.074
"27126","Kyrgyzstan",2018,44.14,3.009
"27443","Laos",1995,80.26,5.385
"27444","Laos",2003,94.4,3.845
"27445","Laos",2005,66.3,3.615
"27446","Laos",2010,76.66,3.143
"27447","Laos",2017,36.54,2.709
"27702","Late-demographic dividend",1982,69.0291634363747,NA
"27703","Late-demographic dividend",1990,68.0084099262738,NA
"27704","Late-demographic dividend",2000,66.1750874462425,NA
"27705","Late-demographic dividend",2010,61.4183422406881,NA
"27706","Latin America & Caribbean",1960,20.1559440788755,NA
"27707","Latin America & Caribbean",1970,21.4848978566889,NA
"27708","Latin America & Caribbean",1980,29.1664441082869,NA
"27709","Latin America & Caribbean",1988,35.991524021271,NA
"27710","Latin America & Caribbean",1989,40.6279710549472,NA
"27711","Latin America & Caribbean",1990,36.5126120571088,NA
"27712","Latin America & Caribbean",1991,40.4957290957512,NA
"27713","Latin America & Caribbean",1992,44.0532756482874,NA
"27714","Latin America & Caribbean",1993,42.6229614630085,NA
"27715","Latin America & Caribbean",1995,44.8814031465036,NA
"27716","Latin America & Caribbean",1996,43.9831194937802,NA
"27717","Latin America & Caribbean",1997,46.2677676282889,NA
"27718","Latin America & Caribbean",1998,46.5456965254461,NA
"27719","Latin America & Caribbean",1999,46.9150729490916,NA
"27720","Latin America & Caribbean",2001,49.0176716639815,NA
"27721","Latin America & Caribbean",2002,49.6267172266031,NA
"27722","Latin America & Caribbean",2003,49.7048853562007,NA
