"","Country","Year","Female_labor_force_participation_rate","Fertility_rate"
"42186","Portugal",1999,52.31,1.457
"42187","Portugal",2000,52.74,1.457
"42188","Portugal",2001,53.45,1.455
"42189","Portugal",2002,54.08,1.45
"42190","Portugal",2003,54.77,1.443
"42191","Portugal",2004,54.31,1.432
"42192","Portugal",2005,55.29,1.418
"42193","Portugal",2006,55.54,1.4
"42194","Portugal",2007,55.97,1.381
"42195","Portugal",2008,55.83,1.36
"42196","Portugal",2009,55.65,1.34
"42197","Portugal",2010,55.87,1.321
"42198","Portugal",2011,54.64,1.305
"42199","Portugal",2012,54.7,1.291
"42200","Portugal",2013,54.15,1.281
"42201","Portugal",2014,53.82,1.276
"42202","Portugal",2015,53.75,1.274
"42203","Portugal",2016,53.51,1.277
"42204","Portugal",2017,54.07,1.283
"42205","Portugal",2018,54.48,1.292
"42206","Portugal",2019,54.78,1.303
"42207","Portugal",2020,53.62,1.315
"42423","Post-demographic dividend",1979,43.4658498019118,NA
"42424","Post-demographic dividend",1980,44.0952393847143,NA
"42425","Post-demographic dividend",1981,45.4550127355068,NA
"42426","Post-demographic dividend",1982,46.612774849515,NA
"42427","Post-demographic dividend",1983,46.2744055005794,NA
"42428","Post-demographic dividend",1984,46.9953305574912,NA
"42429","Post-demographic dividend",1985,47.1413049703585,NA
"42430","Post-demographic dividend",1986,47.7860568420765,NA
"42431","Post-demographic dividend",1987,48.5478000583146,NA
"42432","Post-demographic dividend",1988,48.5251631095402,NA
"42433","Post-demographic dividend",1989,49.9794913025551,NA
"42434","Post-demographic dividend",1990,49.7982528054527,NA
"42435","Post-demographic dividend",1991,50.3003252616164,NA
"42436","Post-demographic dividend",1992,50.4764564758709,NA
"42437","Post-demographic dividend",1993,50.3750413597927,NA
"42438","Post-demographic dividend",1994,50.7990032106406,NA
"42439","Post-demographic dividend",1995,51.6770720038283,NA
"42440","Post-demographic dividend",1996,51.026747690246,NA
"42441","Post-demographic dividend",1997,51.3127143669504,NA
"42442","Post-demographic dividend",1998,52.0992677833996,NA
"42443","Post-demographic dividend",1999,51.9941725410145,NA
"42444","Post-demographic dividend",2000,51.9708807805388,NA
"42445","Post-demographic dividend",2001,52.3392223927338,NA
"42446","Post-demographic dividend",2002,52.5333667542639,NA
"42447","Post-demographic dividend",2003,52.6975124767944,NA
"42448","Post-demographic dividend",2004,52.5532719369642,NA
"42449","Post-demographic dividend",2005,53.0649751355785,NA
"42450","Post-demographic dividend",2006,53.0706585765812,NA
"42451","Post-demographic dividend",2007,53.2655575101089,NA
"42452","Post-demographic dividend",2008,53.6104845156866,NA
"42453","Post-demographic dividend",2009,53.6754277731909,NA
"42454","Post-demographic dividend",2010,53.396319441848,NA
"42455","Post-demographic dividend",2011,53.5924558305132,NA
"42456","Post-demographic dividend",2012,53.8376301500541,NA
"42457","Post-demographic dividend",2013,53.6861684280792,NA
"42458","Post-demographic dividend",2014,53.8224124163822,NA
"42459","Post-demographic dividend",2015,54.1493534534218,NA
"42460","Post-demographic dividend",2016,54.251071235342,NA
"42461","Post-demographic dividend",2017,54.5443992534622,NA
"42462","Post-demographic dividend",2018,54.84912366697,NA
"42463","Post-demographic dividend",2019,54.9101815512398,NA
"42464","Post-demographic dividend",2020,54.0398356908961,NA
"42465","Puerto Rico",1960,20,4.657
"42466","Puerto Rico",1970,23.72,3.146
"42467","Puerto Rico",1976,26.85,2.818
"42468","Puerto Rico",1977,27.71,2.769
"42469","Puerto Rico",1978,27.84,2.718
"42470","Puerto Rico",1979,27.86,2.664
"42471","Puerto Rico",1980,28.09,2.607
"42472","Puerto Rico",1981,28.47,2.548
"42473","Puerto Rico",1982,28.31,2.49
"42474","Puerto Rico",1983,26.77,2.436
"42475","Puerto Rico",1984,26.82,2.387
"42476","Puerto Rico",1985,28.16,2.344
"42477","Puerto Rico",1986,28.11,2.308
"42478","Puerto Rico",1987,29.27,2.279
"42479","Puerto Rico",1988,31.7,2.256
"42480","Puerto Rico",1990,30.91,2.219
"42481","Puerto Rico",1991,31.22,2.201
"42482","Puerto Rico",1992,32.11,2.179
"42483","Puerto Rico",1993,34.2,2.153
"42484","Puerto Rico",1995,33.66,2.086
"42485","Puerto Rico",1996,34.25,2.049
"42486","Puerto Rico",1997,35.17,2.011
"42487","Puerto Rico",1998,35.12,1.975
"42488","Puerto Rico",1999,36.67,1.943
"42489","Puerto Rico",2000,34.9,1.913
"42490","Puerto Rico",2002,36.26,1.863
"42491","Puerto Rico",2003,37.01,1.84
"42492","Puerto Rico",2004,36.56,1.816
"42493","Puerto Rico",2005,37.87,1.792
"42494","Puerto Rico",2006,38.24,1.764
"42495","Puerto Rico",2007,37.09,1.734
"42496","Puerto Rico",2008,36.5,1.701
"42497","Puerto Rico",2010,34.1,1.621
"42498","Puerto Rico",2011,33.3,1.572
"42499","Puerto Rico",2012,33.5,1.519
"42500","Puerto Rico",2015,31.93,1.347
"42582","Qatar",1986,27.5,4.718
"42583","Qatar",1997,33.44,3.473
"42584","Qatar",2004,40.6,2.713
"42585","Qatar",2007,49.35,2.312
"42586","Qatar",2009,49.13,2.13
"42587","Qatar",2010,52.21,2.07
"42588","Qatar",2011,52.12,2.027
"42589","Qatar",2012,52.4,1.997
"42590","Qatar",2013,48.6,1.972
"42591","Qatar",2014,54.98,1.95
"42592","Qatar",2015,57.85,1.929
"42593","Qatar",2016,60.39,1.907
"42594","Qatar",2017,58.43,1.886
"42595","Qatar",2018,57.9,1.866
"42596","Qatar",2019,57.94,1.846
"42941","Romania",1966,63.86,2.589
"42942","Romania",1977,59.7,2.54
"42943","Romania",1992,51.62,1.623
"42944","Romania",1995,60.45,1.356
"42945","Romania",1996,57.39,1.32
"42946","Romania",1997,59.7,1.298
"42947","Romania",1998,58.61,1.284
"42948","Romania",1999,58.69,1.276
"42949","Romania",2000,58.22,1.273
"42950","Romania",2001,57.12,1.279
"42951","Romania",2002,51.3,1.296
"42952","Romania",2003,49.07,1.323
"42953","Romania",2004,48.71,1.36
"42954","Romania",2005,46.87,1.4
"42955","Romania",2006,47.84,1.438
"42956","Romania",2007,47.46,1.471
"42957","Romania",2008,46.81,1.495
"42958","Romania",2009,46.63,1.511
"42959","Romania",2010,46.18,1.518
"42960","Romania",2011,46.09,1.521
"42961","Romania",2012,46.24,1.525
"42962","Romania",2013,45.98,1.534
"42963","Romania",2014,46.16,1.547
"42964","Romania",2015,45.22,1.564
"42965","Romania",2016,44.43,1.584
"42966","Romania",2017,45.89,1.603
"42967","Romania",2018,45.63,1.619
"42968","Romania",2019,45.56,1.631
"42969","Romania",2020,45.33,1.64
"43200","Russia",1989,60.95,1.964
"43201","Russia",1992,64.07,1.628
"43202","Russia",1993,61.56,1.519
"43203","Russia",1994,59.06,1.425
"43204","Russia",1995,58.3,1.35
"43205","Russia",1996,57.24,1.296
"43206","Russia",1997,55.93,1.26
"43207","Russia",1998,55.05,1.239
"43208","Russia",1999,59.71,1.232
"43209","Russia",2000,60.03,1.236
"43210","Russia",2001,58.92,1.251
"43211","Russia",2002,60.07,1.272
"43212","Russia",2003,60.04,1.299
"43213","Russia",2004,60.83,1.329
"43214","Russia",2005,61.46,1.362
"43215","Russia",2006,61.96,1.398
"43216","Russia",2007,62.41,1.439
"43217","Russia",2008,62.23,1.484
"43218","Russia",2009,62.54,1.531
"43219","Russia",2010,62.27,1.58
"43220","Russia",2011,63.01,1.627
"43221","Russia",2012,63.27,1.672
"43222","Russia",2013,63.02,1.713
"43223","Russia",2014,63.34,1.748
"43224","Russia",2015,63.45,1.777
"43225","Russia",2016,63.83,1.799
"43226","Russia",2017,55.65,1.814
"43227","Russia",2018,55.86,1.824
"43228","Russia",2019,55.31,1.83
"43229","Russia",2020,55.12,1.832
"43459","Rwanda",1978,92.35,8.451
"43460","Rwanda",1989,47.96,7.427
"43461","Rwanda",1996,85.09,6.046
"43462","Rwanda",2000,87.2,5.64
"43463","Rwanda",2002,77.36,5.443
"43464","Rwanda",2005,84.6,5.131
"43465","Rwanda",2012,71.75,4.322
"43466","Rwanda",2014,83.72,4.197
"43467","Rwanda",2017,44.28,4.088
"43468","Rwanda",2018,44.19,4.044
"43469","Rwanda",2019,43.76,3.99
"43863","Saint Kitts and Nevis",1960,25.68,NA
"43864","Saint Kitts and Nevis",1970,20.93,NA
"43865","Saint Kitts and Nevis",1980,48.48,NA
"43866","Saint Kitts and Nevis",1991,57.11,NA
"43867","Saint Kitts and Nevis",2001,64.42,NA
"44108","Saint Lucia",1991,48.54,3.302
"44109","Saint Lucia",1993,61.2,3.104
"44110","Saint Lucia",1994,59.6,3.001
"44111","Saint Lucia",1995,58.2,2.892
"44112","Saint Lucia",1996,58.1,2.772
"44113","Saint Lucia",1997,59.7,2.641
"44114","Saint Lucia",1998,59.5,2.499
"44115","Saint Lucia",1999,62,2.35
"44116","Saint Lucia",2000,62,2.202
"44117","Saint Lucia",2001,53.61,2.06
"44118","Saint Lucia",2003,62.25,1.826
"44119","Saint Lucia",2004,61.8,1.74
"44120","Saint Lucia",2005,60.8,1.675
"44121","Saint Lucia",2006,61.4,1.63
"44122","Saint Lucia",2007,59.3,1.598
"44123","Saint Lucia",2008,52.41,1.574
"44124","Saint Lucia",2009,57.55,1.555
"44125","Saint Lucia",2011,61.81,1.522
"44126","Saint Lucia",2012,64.56,1.508
"44127","Saint Lucia",2013,63.43,1.496
"44128","Saint Lucia",2017,64.71,1.448
"44129","Saint Lucia",2018,64.69,1.436
"44130","Saint Lucia",2019,65.05,1.424
"44544","Saint Vincent and the Grenadines",1960,22.79,7.224
"44545","Saint Vincent and the Grenadines",1970,18.73,6.014
"44546","Saint Vincent and the Grenadines",1991,44.27,2.907
"44790","Samoa",1961,9.54,7.645
"44791","Samoa",1966,22.68,7.462
"44792","Samoa",1971,14.81,7.119
"44793","Samoa",1976,16.48,6.656
"44794","Samoa",1981,14.63,6.086
"44795","Samoa",1991,40.17,5.034
"44796","Samoa",2001,32.17,4.476
"44797","Samoa",2006,33.38,4.46
"44798","Samoa",2011,23.33,4.277
"44799","Samoa",2012,24.39,4.212
"44800","Samoa",2014,24.39,4.086
"44801","Samoa",2017,31.48,3.926
"45039","San Marino",1976,40.4,NA
"45040","San Marino",1985,49.43,NA
"45041","San Marino",1986,50.53,NA
"45042","San Marino",1987,50.86,NA
"45043","San Marino",1988,51.39,NA
"45044","San Marino",1989,50.97,NA
"45045","San Marino",1990,51.54,NA
"45046","San Marino",1991,52.07,NA
"45047","San Marino",1992,53.17,NA
"45048","San Marino",1993,54.23,NA
"45049","San Marino",1995,54.56,NA
"45050","San Marino",1996,55.42,NA
"45051","San Marino",1997,55.96,NA
"45052","San Marino",1998,56.45,NA
"45053","San Marino",1999,57.32,NA
"45054","San Marino",2001,54.24,NA
"45055","San Marino",2002,54.45,NA
"45056","San Marino",2003,53.8,NA
"45057","San Marino",2015,60,NA
"45058","San Marino",2019,87.51,NA
"45261","Sao Tome and Principe",1981,36.87,6.333
"45262","Sao Tome and Principe",1991,36.75,5.769
"45263","Sao Tome and Principe",2000,33.5,5.176
"45264","Sao Tome and Principe",2006,28.76,4.919
"45520","Saudi Arabia",1992,14.49,5.594
"45521","Saudi Arabia",1999,16.84,4.137
"45522","Saudi Arabia",2000,15.91,3.971
"45523","Saudi Arabia",2001,15.54,3.83
"45524","Saudi Arabia",2002,15.51,3.708
"45525","Saudi Arabia",2006,18.57,3.331
"45526","Saudi Arabia",2007,18.14,3.246
"45527","Saudi Arabia",2008,17.79,3.158
"45528","Saudi Arabia",2009,17.39,3.066
"45529","Saudi Arabia",2011,19.76,2.871
"45530","Saudi Arabia",2012,20.29,2.773
"45531","Saudi Arabia",2013,20.07,2.678
"45532","Saudi Arabia",2014,20.4,2.589
"45533","Saudi Arabia",2015,21.39,2.507
"45534","Saudi Arabia",2016,22.23,2.435
"45535","Saudi Arabia",2017,20.1,2.373
"45536","Saudi Arabia",2018,21.92,2.319
"45780","Senegal",1988,24.26,6.668
"45781","Senegal",1991,54.5,6.346
"45782","Senegal",2006,33.94,5.124
"45783","Senegal",2011,44.33,5.039
"45784","Senegal",2015,34.5,4.841
"45785","Senegal",2016,39.92,4.77
"45786","Senegal",2017,38.38,4.697
"46039","Serbia",2004,47,1.671
"46040","Serbia",2005,44.6,1.645
"46041","Serbia",2006,42.53,1.619
"46042","Serbia",2007,42.82,1.592
"46043","Serbia",2008,43.39,1.565
"46044","Serbia",2009,41.36,1.538
"46045","Serbia",2010,39.04,1.513
"46046","Serbia",2011,37.99,1.492
"46047","Serbia",2012,38.3,1.475
"46048","Serbia",2013,40.45,1.464
"46049","Serbia",2014,43.82,1.458
"46050","Serbia",2015,43.46,1.455
"46051","Serbia",2016,45.44,1.454
"46052","Serbia",2017,46.29,1.453
"46053","Serbia",2018,46.69,1.451
"46054","Serbia",2019,47.1,1.447
"46055","Serbia",2020,46.51,1.441
"46300","Seychelles",1960,54.17,5.27
"46301","Seychelles",1971,41.79,5.632
"46302","Seychelles",1977,51.03,4.407
"46303","Seychelles",1994,59.14,2.423
"46304","Seychelles",2011,61.91,2.36
"46305","Seychelles",2014,66.85,2.419
"46306","Seychelles",2015,67.23,2.435
"46307","Seychelles",2016,66.21,2.447
"46308","Seychelles",2017,66.86,2.45
"46309","Seychelles",2018,66.36,2.446
"46310","Seychelles",2019,63.36,2.433
"46522","Sierra Leone",1963,44.98,6.26
"46523","Sierra Leone",2003,64.66,6.067
"46524","Sierra Leone",2004,65.93,5.969
"46525","Sierra Leone",2014,56.34,4.672
"46781","Singapore",1970,29.54,3.19
"46782","Singapore",1975,34.87,2.272
"46783","Singapore",1976,36.43,2.096
"46784","Singapore",1977,37.93,1.945
"46785","Singapore",1978,40.14,1.827
"46786","Singapore",1979,41.88,1.743
"46787","Singapore",1980,44.29,1.692
"46788","Singapore",1982,45.21,1.664
"46789","Singapore",1983,45.68,1.667
"46790","Singapore",1984,45.85,1.673
"46791","Singapore",1985,44.86,1.68
"46792","Singapore",1986,45.62,1.687
"46793","Singapore",1987,46.95,1.695
"46794","Singapore",1988,47.79,1.706
"46795","Singapore",1989,48.43,1.718
"46796","Singapore",1991,37.88,1.73
"46797","Singapore",1992,42.53,1.727
"46798","Singapore",1993,41.37,1.716
"46799","Singapore",1994,41.69,1.697
"46800","Singapore",1995,40.1,1.67
"46801","Singapore",1996,41,1.634
"46802","Singapore",1997,40.07,1.592
"46803","Singapore",1998,39.1,1.547
"46804","Singapore",2005,52,1.288
"46805","Singapore",2008,55.61,1.251
"46806","Singapore",2009,55.16,1.244
"46807","Singapore",2010,56.46,1.239
"46808","Singapore",2011,56.97,1.235
"46809","Singapore",2012,57.69,1.23
"46810","Singapore",2013,58.1,1.225
"46811","Singapore",2014,58.64,1.221
"46812","Singapore",2015,60.42,1.216
"46813","Singapore",2016,60.38,1.213
"46814","Singapore",2017,59.82,1.212
"46815","Singapore",2018,60.2,1.213
"46816","Singapore",2019,61.12,1.217
"47103","Slovakia",1991,59.7,1.971
"47104","Slovakia",1993,55.12,1.809
"47105","Slovakia",1994,51.36,1.718
"47106","Slovakia",1995,51.49,1.625
"47107","Slovakia",1996,52.27,1.534
"47108","Slovakia",1997,51.77,1.45
"47109","Slovakia",1998,51.17,1.375
"47110","Slovakia",1999,51.65,1.314
"47111","Slovakia",2000,52.29,1.268
"47112","Slovakia",2001,52.89,1.24
"47113","Slovakia",2002,52.39,1.226
"47114","Slovakia",2003,52.67,1.224
"47115","Slovakia",2004,52.57,1.233
"47116","Slovakia",2005,51.31,1.249
"47117","Slovakia",2006,50.72,1.269
"47118","Slovakia",2007,50.6,1.29
"47119","Slovakia",2008,51,1.311
"47120","Slovakia",2009,50.3,1.33
"47121","Slovakia",2010,50.81,1.346
"47122","Slovakia",2011,50.14,1.361
"47123","Slovakia",2012,50.68,1.378
"47124","Slovakia",2013,51.03,1.397
"47125","Slovakia",2014,51.08,1.419
"47126","Slovakia",2015,51.95,1.442
"47127","Slovakia",2016,52.55,1.465
"47128","Slovakia",2017,52.67,1.487
"47129","Slovakia",2018,52.28,1.505
"47130","Slovakia",2019,52.3,1.521
"47131","Slovakia",2020,51.92,1.533
"47362","Slovenia",1991,54.06,1.419
"47363","Slovenia",1993,46.79,1.325
"47364","Slovenia",1994,51.3,1.293
"47365","Slovenia",1995,52.13,1.269
"47366","Slovenia",1996,51.23,1.251
"47367","Slovenia",1997,52.36,1.236
"47368","Slovenia",1998,53.38,1.223
"47369","Slovenia",1999,51.45,1.213
"47370","Slovenia",2000,51.42,1.206
"47371","Slovenia",2001,51.13,1.206
"47372","Slovenia",2002,51.9,1.217
"47373","Slovenia",2003,50.18,1.238
"47374","Slovenia",2004,52.83,1.27
"47375","Slovenia",2005,52.9,1.31
"47376","Slovenia",2006,53.27,1.355
"47377","Slovenia",2007,53.33,1.402
"47378","Slovenia",2008,53.54,1.446
"47379","Slovenia",2009,53.62,1.486
"47380","Slovenia",2010,53.25,1.519
"47381","Slovenia",2011,52.33,1.545
"47382","Slovenia",2012,52.23,1.564
"47383","Slovenia",2013,51.6,1.579
"47384","Slovenia",2014,52.22,1.589
"47385","Slovenia",2015,51.89,1.596
"47386","Slovenia",2016,52.01,1.6
"47387","Slovenia",2017,53.81,1.604
"47388","Slovenia",2018,53.75,1.608
"47389","Slovenia",2019,53.23,1.613
"47390","Slovenia",2020,53.18,1.619
"47692","Solomon Islands",2009,62.23,4.399
"47693","Solomon Islands",2013,83.9,4.443
"48205","South Africa",1960,16.63,6.041
"48206","South Africa",1970,24.09,5.669
"48207","South Africa",1980,22.83,4.98
"48208","South Africa",1985,26.69,4.705
"48209","South Africa",1991,29.54,3.784
"48210","South Africa",1994,38.9,3.283
"48211","South Africa",1996,36.6,3.023
"48212","South Africa",1997,33.8,2.919
"48213","South Africa",1998,37.1,2.829
"48214","South Africa",1999,43.9,2.754
"48215","South Africa",2000,42.61,2.694
"48216","South Africa",2001,42.22,2.652
"48217","South Africa",2002,40.78,2.624
"48218","South Africa",2003,39.91,2.608
"48219","South Africa",2004,38.01,2.603
"48220","South Africa",2005,39.87,2.603
"48221","South Africa",2006,40.5,2.607
"48222","South Africa",2007,40.5,2.61
"48223","South Africa",2008,47.93,2.611
"48224","South Africa",2009,46.26,2.608
"48225","South Africa",2010,44.64,2.598
"48226","South Africa",2011,45.03,2.582
"48227","South Africa",2012,45.22,2.561
"48228","South Africa",2013,46.17,2.537
"48229","South Africa",2014,46.39,2.511
"48230","South Africa",2015,47.64,2.484
"48231","South Africa",2016,47.65,2.457
"48232","South Africa",2017,48.52,2.43
"48233","South Africa",2018,48.42,2.405
"48234","South Africa",2019,48.49,2.381
"48235","South Africa",2020,44.08,2.358
"48723","South Asia",1961,38.2891695086328,NA
"48724","South Asia",1971,19.264065269721,NA
"48725","South Asia",1981,28.8329392408724,NA
"48726","South Asia",1991,34.7407496408788,NA
"48727","South Asia",1994,29.3721219827588,NA
"48728","South Asia",2000,31.7518608913882,NA
"48729","South Asia",2001,37.5923865436501,NA
"48730","South Asia",2005,32.2735221085004,NA
"48731","South Asia",2010,26.7604982346287,NA
"48732","South Asia",2012,23.4105031093607,NA
"48733","South Asia",2018,21.1538585386872,NA
"48734","South Asia",2019,21.7567143533629,NA
"48735","South Asia (IDA & IBRD)",1961,38.2891695086328,NA
"48736","South Asia (IDA & IBRD)",1971,19.264065269721,NA
"48737","South Asia (IDA & IBRD)",1981,28.8329392408724,NA
"48738","South Asia (IDA & IBRD)",1991,34.7407496408788,NA
"48739","South Asia (IDA & IBRD)",1994,29.3721219827588,NA
"48740","South Asia (IDA & IBRD)",2000,31.7518608913882,NA
"48741","South Asia (IDA & IBRD)",2001,37.5923865436501,NA
"48742","South Asia (IDA & IBRD)",2005,32.2735221085004,NA
"48743","South Asia (IDA & IBRD)",2010,26.7604982346287,NA
"48744","South Asia (IDA & IBRD)",2012,23.4105031093608,NA
"48745","South Asia (IDA & IBRD)",2018,21.1538585386872,NA
"48746","South Asia (IDA & IBRD)",2019,21.7567143533629,NA
"48819","South Korea",1960,27.92,6.095
"48820","South Korea",1966,31.42,4.941
"48821","South Korea",1970,38.36,4.336
"48822","South Korea",1975,46.68,3.462
"48823","South Korea",1977,27.2299995422363,3.052
"48824","South Korea",1978,28.6499996185303,2.866
"48825","South Korea",1979,28.9,2.697
"48826","South Korea",1980,42.76,2.543
"48827","South Korea",1981,42.3,2.399
"48828","South Korea",1982,43.42,2.256
"48829","South Korea",1983,42.82,2.113
"48830","South Korea",1984,40.67,1.971
"48831","South Korea",1985,41.92,1.839
"48832","South Korea",1986,43.1,1.728
"48833","South Korea",1987,44.96,1.646
"48834","South Korea",1988,45.02,1.597
"48835","South Korea",1989,46.56,1.578
"48836","South Korea",1990,46.98,1.584
"48837","South Korea",1991,47.12,1.604
"48838","South Korea",1992,47.12,1.626
"48839","South Korea",1993,47.08,1.638
"48840","South Korea",1994,47.84,1.636
"48841","South Korea",1995,48.39,1.616
"48842","South Korea",1996,48.87,1.576
"48843","South Korea",1997,49.76,1.525
"48844","South Korea",1998,47.06,1.467
"48845","South Korea",1999,47.62,1.407
"48846","South Korea",2000,49.39,1.347
"48847","South Korea",2001,50.01,1.293
"48848","South Korea",2002,50.43,1.246
"48849","South Korea",2003,49.51,1.209
"48850","South Korea",2004,50.74,1.183
"48851","South Korea",2005,50.82,1.168
"48852","South Korea",2006,51.04,1.165
"48853","South Korea",2007,50.95,1.17
"48854","South Korea",2008,50.65,1.181
"48855","South Korea",2009,49.83,1.195
"48856","South Korea",2010,50.04,1.208
"48857","South Korea",2011,50.23,1.216
"48858","South Korea",2012,50.45,1.218
"48859","South Korea",2013,50.77,1.212
"48860","South Korea",2014,51.95,1.198
"48861","South Korea",2015,52.44,1.178
"48862","South Korea",2016,52.65,1.155
"48863","South Korea",2017,53.16,1.131
"48864","South Korea",2018,53.27,1.11
"48865","South Korea",2019,53.85,1.093
"48866","South Korea",2020,53.18,1.082
"49079","South Sudan",2008,71.58,5.552
"49514","Spain",1960,17.72,2.766
"49515","Spain",1970,17.87,2.872
"49516","Spain",1977,27.85,2.587
"49517","Spain",1978,27.68,2.478
"49518","Spain",1979,27.56,2.355
"49519","Spain",1980,27.19,2.224
"49520","Spain",1981,26.81,2.091
"49521","Spain",1982,27.23,1.96
"49522","Spain",1983,27.82,1.838
"49523","Spain",1984,27.73,1.728
"49524","Spain",1985,27.81,1.633
"49525","Spain",1986,27.67,1.554
"49526","Spain",1987,30.29,1.487
"49527","Spain",1988,31.74,1.431
"49528","Spain",1989,32.03,1.383
"49529","Spain",1990,32.63,1.343
"49530","Spain",1991,32.6,1.309
"49531","Spain",1992,34.6,1.28
"49532","Spain",1993,35.12,1.254
"49533","Spain",1994,36.34,1.231
"49534","Spain",1995,36.8,1.212
"49535","Spain",1996,37.32,1.198
"49536","Spain",1997,38.08,1.19
"49537","Spain",1998,38.42,1.19
"49538","Spain",1999,39.12,1.197
"49539","Spain",2000,40.7,1.212
"49540","Spain",2001,39.56,1.237
"49541","Spain",2002,42.13,1.269
"49542","Spain",2003,43.62,1.306
"49543","Spain",2004,45.01,1.345
"49544","Spain",2005,46.49,1.381
"49545","Spain",2006,47.91,1.409
"49546","Spain",2007,48.96,1.426
"49547","Spain",2008,50.35,1.43
"49548","Spain",2009,51.45,1.421
"49549","Spain",2010,52.16,1.402
"49550","Spain",2011,52.82,1.378
"49551","Spain",2012,53.44,1.353
"49552","Spain",2013,53.38,1.333
"49553","Spain",2014,53.11,1.32
"49554","Spain",2015,53.12,1.314
"49555","Spain",2016,53.04,1.316
"49556","Spain",2017,52.63,1.323
"49557","Spain",2018,52.42,1.333
"49558","Spain",2019,52.69,1.344
"49559","Spain",2020,51.62,1.356
"49773","Sri Lanka",1963,23.55,5.18
"49774","Sri Lanka",1970,13.11,4.342
"49775","Sri Lanka",1971,30.7,4.208
"49776","Sri Lanka",1981,20.8,3.319
"49777","Sri Lanka",1985,37.43,2.904
"49778","Sri Lanka",1986,36.21,2.8
"49779","Sri Lanka",1990,45.29,2.483
"49780","Sri Lanka",1992,36.91,2.39
"49781","Sri Lanka",1993,37.85,2.353
"49782","Sri Lanka",1994,38.05,2.32
"49783","Sri Lanka",1995,35.79,2.291
"49784","Sri Lanka",1996,35.47,2.268
"49785","Sri Lanka",1997,35.31,2.252
"49786","Sri Lanka",1998,41.39,2.242
"49787","Sri Lanka",1999,37.65,2.239
"49788","Sri Lanka",2000,36.49,2.24
"49789","Sri Lanka",2001,31.9,2.246
"49790","Sri Lanka",2002,33.6,2.254
"49791","Sri Lanka",2003,35.56,2.263
"49792","Sri Lanka",2004,34.73,2.271
"49793","Sri Lanka",2005,34.55,2.276
"49794","Sri Lanka",2006,35.49,2.278
"49795","Sri Lanka",2007,36.96,2.275
"49796","Sri Lanka",2008,34.26,2.269
"49797","Sri Lanka",2009,35.2,2.259
"49798","Sri Lanka",2010,34.32,2.248
"49799","Sri Lanka",2011,34.2,2.237
"49800","Sri Lanka",2012,32.95,2.227
"49801","Sri Lanka",2013,35.34,2.22
"49802","Sri Lanka",2014,34.54,2.216
"49803","Sri Lanka",2015,35.77,2.213
"49804","Sri Lanka",2016,35.77,2.211
"49805","Sri Lanka",2017,36.53,2.206
"49806","Sri Lanka",2018,33.48,2.199
"49807","Sri Lanka",2019,34.47,2.188
"50103","Sudan",1973,21.61,6.921
"50104","Sudan",1983,31.03,6.605
"50105","Sudan",1990,23.62,6.152
"50106","Sudan",1993,25.94,5.964
"50107","Sudan",1996,29.1,5.758
"50108","Sudan",2008,31.4,4.977
"50109","Sudan",2009,23,4.926
"50110","Sudan",2011,28.33,4.824
"50362","Suriname",1964,19,6.412
"50363","Suriname",1980,20.56,3.895
"50364","Suriname",1987,38.83,3.391
"50365","Suriname",1989,36.56,3.304
"50366","Suriname",1990,43.93,3.267
"50367","Suriname",1992,38.56,3.195
"50368","Suriname",1993,31.69,3.156
"50369","Suriname",1994,33.67,3.115
"50370","Suriname",1995,32.64,3.072
"50371","Suriname",1999,33.14,2.923
"50372","Suriname",2009,50.03,2.633
"50373","Suriname",2010,47.67,2.61
"50374","Suriname",2011,49.34,2.587
"50375","Suriname",2012,49.96,2.565
"50376","Suriname",2013,48.35,2.543
"50377","Suriname",2014,50.42,2.519
"50378","Suriname",2015,47.65,2.494
"50379","Suriname",2016,45.34,2.469
"50674","Sweden",1965,37.34,2.265
"50675","Sweden",1975,53.08,1.766
"50676","Sweden",1976,53.6,1.719
"50677","Sweden",1982,66.23,1.641
"50678","Sweden",1983,66.82,1.674
"50679","Sweden",1984,67.44,1.717
"50680","Sweden",1985,68.08,1.768
"50681","Sweden",1986,80.55,1.825
"50682","Sweden",1987,81.15,1.883
"50683","Sweden",1989,82.22,1.982
"50684","Sweden",1990,71.25,2.009
"50685","Sweden",1991,70.63,2.01
"50686","Sweden",1992,69.26,1.984
"50687","Sweden",1993,67.64,1.934
"50688","Sweden",1994,66.76,1.863
"50689","Sweden",1995,66.18,1.782
"50690","Sweden",1996,57.37,1.701
"50691","Sweden",1997,56.46,1.632
"50692","Sweden",1998,54.99,1.585
"50693","Sweden",1999,56.42,1.562
"50694","Sweden",2000,56.46,1.566
"50695","Sweden",2001,58.62,1.594
"50696","Sweden",2002,58.72,1.637
"50697","Sweden",2003,58.91,1.686
"50698","Sweden",2004,58.56,1.738
"50699","Sweden",2005,58.77,1.786
"50700","Sweden",2006,59.24,1.829
"50701","Sweden",2007,59.68,1.864
"50702","Sweden",2008,59.8,1.89
"50703","Sweden",2009,59.39,1.908
"50704","Sweden",2010,67.11,1.917
"50705","Sweden",2011,67.86,1.916
"50706","Sweden",2012,68.26,1.91
"50707","Sweden",2013,68.68,1.901
"50708","Sweden",2014,69.11,1.889
"50709","Sweden",2015,69.5,1.878
"50710","Sweden",2016,69.67,1.868
